"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Antigua y Barbuda","ATG","Crecimiento del PIB per capita (% anual)","NY.GDP.PCAP.KD.ZG","","","","","","","","","","","","","","","","","","","4.59059139746358","8.22628941285164","8.31353690672407","3.92410661134615","-0.0500486881633293","5.3503740481333","10.1667786038667","7.64379359742541","11.551603001262","6.69029249243683","5.12129581147913","4.84999125566688","2.15504100936998","0.823726969354382","-0.57376033480557","3.18955045415959","4.41154935911521","-6.4013646489925","4.32115270871864","3.21961371768631","2.55709321494","1.69385078970761","4.32849696685192","-6.0265377398831","-0.370000008053708","4.73219404905238","4.40307419981121","4.99824111748495","11.0196522565101","7.59549959709649","-1.61955323512785","-13.3317784907512","-9.18276266271621","-3.3042334985694","2.05110582991783","-1.80323259487324","2.62278049551703","2.71120684663117","4.42525495026875","2.1738184581005","6.4300264671072","3.76204918450082","",
"Australia","AUS","Crecimiento del PIB per capita (% anual)","NY.GDP.PCAP.KD.ZG","","0.466722599504067","-1.14625919638188","4.19703741629075","4.89968815674774","3.92674845287789","0.0713618158534786","4.96922008971434","3.25801540776321","4.82715084570691","5.0813563592278","0.546809149293907","2.01990717933998","1.05687817355698","1.50134706093954","0.109760891968918","1.56423169032503","2.43677431328683","-0.269639311343056","2.92520200635894","1.78594095959244","1.71089230817331","1.61968986339616","-3.43563637939278","3.40388297492895","3.82000123408545","2.34626302418251","1.00318305437612","4.02727911399307","2.11804719786419","2.04945715192424","-1.65926861986222","-0.798845363513465","3.01710610327189","2.88901637254799","2.59092080322345","2.52273460881062","2.8099190540744","3.49241332659396","3.87995945622536","2.70132876392373","0.565688737672914","2.73971610413733","1.72290025476391","2.85604892208582","1.85113949777329","1.28921406067863","3.19755971156508","1.601302300748","-0.142470566564796","0.49205315549527","1.04885435076942","2.11968358421093","0.834364138436911","1.0151142229833","0.732407043765832","1.17790700769076","0.591766542797203","1.37996022097906","0.623892342440669","",
"Austria","AUT","Crecimiento del PIB per capita (% anual)","NY.GDP.PCAP.KD.ZG","","4.96071718349175","2.02146966677637","3.47146615932408","5.41933601415172","2.81001278561553","4.90447900377782","2.24100975848387","3.9312418288779","5.909495926435","5.95049661811298","4.64694273134189","5.59238153081114","4.31090578116728","3.76537303179903","-0.0990300819682375","4.76336986923367","5.03964761322793","-0.129830487672749","5.53644793334178","1.73137779245161","-0.398620517722108","1.93812150521796","3.13962807993062","0.0575730929909071","2.45056567143844","2.23640235489538","1.29304527917799","3.14974650846239","3.42010178477146","3.55354764697123","2.41398645387723","0.97609224004664","-0.298754361000036","2.0087619437808","2.51091269369834","2.21143493269341","1.97797590805702","3.46782994124915","3.35504466142362","3.12743665014771","0.88025909788611","1.15267633135774","0.450946527234535","2.09971116889712","1.54987731693588","2.94341785870446","3.39173082681461","1.14330711888604","-4.01634004211772","1.59257712849987","2.57644831811446","0.222450576943075","-0.562298942527448","-0.122370667337563","-0.111540189504495","0.892469139632297","1.69076313006771","2.0816965919734","1.00120345260058","",
"Azerbaiyan","AZE","Crecimiento del PIB per capita (% anual)","NY.GDP.PCAP.KD.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-2.22958345594002","-23.7638309850698","-24.2593989196874","-20.7781368190757","-12.8099672041068","0.282171311174181","4.7842822180608","8.96088830209361","6.46158237831969","10.1910296245971","9.05182230102884","8.62535113851204","9.37646097029305","8.30153801248458","26.6600947307444","32.9970663204962","24.0486789316635","8.29339079060378","7.1218195260565","3.54986088980776","-2.8471829529599","0.85388605157209","4.48320302714393","1.52243157217855","-0.147024803718338","-4.14117490324828","-0.824348483223929","0.624884409708628","1.36668440801164","",
"Burundi","BDI","Crecimiento del PIB per capita (% anual)","NY.GDP.PCAP.KD.ZG","","-15.394322732322","7.00431637670715","2.12936828434896","4.1006192175378","1.67952121806623","2.10164622639282","10.9270840480282","-2.79897658165822","-3.68143985547809","19.0529987627329","1.26462440397977","-7.44407935251843","5.83769058831601","-1.85135772573639","-0.783592555095126","5.93914115670782","9.05251673600462","-3.31897077040919","-0.893912823447437","-1.58550129205348","9.29191969137261","-3.61109620261327","0.998593404922076","-2.52265221211886","8.73064878754685","0.378672988934653","2.55666672311099","2.15444078581417","-1.29297933062804","0.99007908775603","2.62010286872328","-1.13327941994947","-8.05903733682763","-5.47518624327914","-9.27459827198631","-9.10926284810168","-2.58692260225784","3.67580463504818","-2.29828189107781","-2.59368363230537","-0.238090711953845","1.66452482498396","-4.15508331796791","1.56240403268357","-2.29445932504477","2.0469967946142","0.104987385930926","1.45642129201431","0.455622978469933","1.75637635285388","0.748442778960595","1.19805667252835","1.68746987596798","1.02152974753199","-6.88640571719623","-3.70833606243559","-2.6469412215971","-1.55740735383216","-1.29480274901135","",
"Belgica","BEL","Crecimiento del PIB per capita (% anual)","NY.GDP.PCAP.KD.ZG","","4.63025713410768","4.79403451766454","3.57435354079992","5.9491393563053","2.62444466112051","2.46146245343786","3.29157574176963","3.78504436430799","6.32828364655947","5.47879045116598","3.79648857021621","4.88408823965759","6.04748869860843","4.23677749584877","-2.2488296459421","5.46414001910085","0.501978716739828","2.74598979013953","2.2491275158491","4.32900827500772","-0.276653455476932","0.622329069570625","0.319812264093457","2.46792156248318","1.6215189754227","1.78646965584545","2.21947811567212","4.39079500978028","3.09399912598727","2.83026797508926","1.45537172593085","1.11956586015553","-1.34799970972101","2.90931876907965","2.17055027384056","1.12366901833482","3.54278906412047","1.7443238954726","3.30570651382183","3.46545257130404","0.752482909593709","1.25198460635012","0.615879780344869","3.12392891839559","1.76045559407572","1.87818319997308","2.91833834881372","-0.343452718095421","-2.80592074025158","1.928764195703","0.38003456979618","0.11640257847661","-0.0131483860964465","1.12859572471172","1.45189336758756","0.755268919102846","1.21741698308402","1.34991515111142","1.23881502431848","",
"Benin","BEN","Crecimiento del PIB per capita (% anual)","NY.GDP.PCAP.KD.ZG","","1.70889454767378","-4.85516414213984","3.08411441596725","4.87297495582828","3.43822948129615","1.6526401752778","-0.885591018850462","1.74870506090458","0.74568479906749","-0.064520037389201","-3.62245977251273","4.08371023034162","1.37110085676233","0.948679615926679","-7.16006168603381","-1.58737855914123","2.34592333257145","-1.34527512594977","3.75091091019013","3.94819409288895","6.99066096594514","-0.5653060470637","-7.00516373441151","4.89536528238671","4.47212641920527","-0.75179112082094","-4.33987444407207","0.360547047426877","-5.82020258507342","5.50710721399919","0.764700702498104","-0.562599754177199","2.19519016775043","-1.41568360386691","2.60937154743341","1.09401490092422","2.58064435922907","0.930263030282759","2.27747144791293","2.74558928850432","2.19576581934302","1.50662044887756","0.346536837980864","1.33790722171052","-1.24590171028129","0.975138262971214","3.00416766951643","1.97618739508731","-0.515164887448478","-0.711514734882627","0.117033147649153","1.91961042433707","4.24137827080384","3.4393995757779","-1.00411206391","0.525081923445825","2.80512383112202","3.818777310836","4.00320685655214","",
"Burkina Faso","BFA","Crecimiento del PIB per capita (% anual)","NY.GDP.PCAP.KD.ZG","","2.65601805465154","4.72212833180666","-2.59342458325051","0.857187825095167","2.24102302001387","-1.02109047351433","7.05835902371605","1.34430408124766","0.288794716707685","-1.59934843891705","-0.336973635003375","0.523656203374529","-1.3343921789148","6.32226029331304","1.08211989543723","6.46779659734504","-1.58873126137104","2.49536431800954","1.47628711631391","-1.43667358167411","1.83268056537142","6.91285423074277","-2.15073659271845","-4.26104265401854","5.75574175288611","5.19495561340729","-2.80245825696902","3.05797237077586","-0.510909235794998","-3.21121444317937","6.18899685934893","-2.43052311589524","0.695587920727633","-1.41083893847984","2.85298663314435","7.98734778933527","3.39812100680209","4.3417101133974","4.40662411906906","-0.966322347524624","3.60862458576699","1.39452661849873","4.72275998018605","1.46411982904411","5.49347498996633","3.1241874948409","1.0224854452086","2.64751069835047","-0.107459605813844","5.22095124304303","3.46209643076601","3.30921422081256","2.68482706789037","1.28210166273597","0.910962329544375","2.91355650684648","3.17725765328025","3.71461846870629","2.7354586182035","",
"Bangladesh","BGD","Crecimiento del PIB per capita (% anual)","NY.GDP.PCAP.KD.ZG","","3.15904878142589","2.5663088888995","-3.22061599237695","7.77397291054105","-1.40861909675198","-0.613934046805582","-4.9950577142145","6.10295020329747","-1.62346370673451","3.06666214529099","-7.35333262510314","-15.3863806911148","1.77997759303928","7.8307891457096","-5.90069348249936","3.3224665345422","0.141710082241246","4.25479836074472","1.99128190298623","-1.85256474309649","4.44314828187049","-0.499719453954711","1.21551714194426","2.10782449778249","0.669020607515705","1.46426835675177","1.07853905977662","-0.207285396718291","0.274083216745254","3.08698402350078","1.10664428897979","3.11422122259933","2.46558052677469","1.69041560413503","2.90124604682067","2.31962811240169","2.30668705583814","3.0146795128333","2.57420902747467","3.25749967913609","3.11380508371251","1.96038247387588","2.94185326595833","3.55336023330524","4.9658429129363","5.24453135143487","5.75342068854268","4.80617034598272","3.87850140942676","4.39096643861838","5.25309092668222","5.29826838878313","4.79439698837155","4.85610832377365","5.36877064933054","5.95090343897091","6.14209438214732","6.73705130340723","7.031583836105","",
"Bulgaria","BGR","Crecimiento del PIB per capita (% anual)","NY.GDP.PCAP.KD.ZG","","","","","","","","","","","","","","","","","","","","","","4.55114422929741","2.0322941646192","3.17252088070316","3.15480736665845","2.68495339474488","4.23524126936117","5.89861249444556","10.8200908463928","-2.15169070485979","-7.46320765454847","-7.53406882935191","-6.27126389725568","-0.691213461219803","2.16435873128586","3.31418764439746","5.68254894792202","-13.668829550206","4.98350737239623","-7.7653523834675","5.30083838170445","5.90456572501125","8.27809941712268","5.98807065586762","7.24831911029642","7.96342868701845","7.61642461090007","7.34346391522207","6.83288627696663","-2.75029065891326","1.22358817782759","3.01299272748805","0.939559723666306","0.888813874846846","2.46621959194877","4.65550060015489","4.5511721075455","4.2615482305109","3.83955211868788","4.42679344343635","",
"Bahrein","BHR","Crecimiento del PIB per capita (% anual)","NY.GDP.PCAP.KD.ZG","","","","","","","","","","","","","","","","","","","","","","-8.91857045043076","-10.3897711373833","3.55794777155127","2.22632571459881","-7.52926820672489","-2.09702691659727","6.58987454751508","3.26762636736765","-2.95074405947653","1.31200257216315","8.21250102983811","3.97199230597025","10.1074584748605","-2.67721762868709","1.32776392894004","1.41687625862836","0.274508833106822","1.58517378034514","0.557402212871921","0.852697131889045","-2.34807573245547","-1.93748619230868","0.350072344022095","0.388663245700144","-0.354026625769563","-1.22616259661827","0.192081605091587","-1.25858880393915","-3.55457287176318","-0.356144990939967","-0.991929406389502","1.98922992662069","4.20749884092879","2.7066520460388","-0.187300110340388","-0.359644844056533","-0.475413149347432","-3.10804991646285","-2.6311785567359","",
"Bahamas","BHS","Crecimiento del PIB per capita (% anual)","NY.GDP.PCAP.KD.ZG","","5.29625220253587","5.00649475212036","5.10109525523212","5.23718721936713","5.41911680666746","4.3605447623497","5.11853691550819","4.302162996742","5.25314001933369","-8.4955845672022","-1.01045396211971","-5.65509005722078","5.40397426376953","-18.3744457595078","-16.5061978176893","2.99706442113022","6.83339120924491","11.6990321467419","23.3799374370436","4.16553485807421","-11.2225085320786","4.34476101000052","1.34178026201877","11.7682824988905","2.74893459465697","-0.0935635567651616","1.18366291198329","0.581468219399056","4.91188873199326","-3.32065650347862","-5.93839821785066","-5.64076660332766","-1.55722196228139","1.36262047733817","2.76268897991707","2.83108426949754","0.861994440589456","3.54881911094705","5.88208530531544","2.75534073688139","1.07637828135753","1.02152414753978","-2.98900504244885","-0.941028832689412","1.49673571837543","0.604841969487623","-0.464399671121669","-4.11173670622151","-5.79926153370315","0.0113423863259214","-0.683537045018909","1.95058528713726","-3.62894939562676","0.109572727539373","-0.726544207295348","0.444173985097237","2.08111077667432","1.98970145284332","0.219421884388709","",
"Bosnia y Herzegovina","BIH","Crecimiento del PIB per capita (% anual)","NY.GDP.PCAP.KD.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.1906198399987","92.2015591008885","35.4095269666456","15.6536435036941","9.33599495614888","5.28001056033492","4.27946221470788","5.19146232566597","3.92298464565457","6.043001606578","8.72641530476838","5.41140001211619","5.93333371895686","5.68099769905481","-2.52847926525493","1.69497615546726","2.18103260847613","0.724391991535285","4.15170968115682","2.91138307408076","4.67465829628897","4.46250251203746","4.24085059121579","4.60140672282768","3.39137122882423","",
"Belarus","BLR","Crecimiento del PIB per capita (% anual)","NY.GDP.PCAP.KD.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-1.24845545033688","-9.794676412548","-7.8075611700387","-11.5963958059109","-10.1099475207538","3.14402041413366","11.8734857090447","8.9167457740964","3.83582293409472","6.29963644799005","5.26389213061604","5.71608241057706","7.79491791221358","12.2126183222786","10.1497671724788","10.6755867998734","9.09945997853627","10.5813049917168","0.423651190903328","7.98206918275517","5.57238583709254","1.78036177565718","0.987444297302417","1.63497132996298","-3.98264886374072","-2.64870983124283","2.56748260752468","3.30979210664741","1.40004793095767","",
"Belice","BLZ","Crecimiento del PIB per capita (% anual)","NY.GDP.PCAP.KD.ZG","","1.96934215275641","2.00493756088713","2.04342266320954","2.04045805573571","1.91469884132067","1.677936409249","1.79902103434976","4.25058694321709","2.28617037101328","2.30206019105637","1.78433429958311","8.17516941397294","3.60491079399783","11.8190555172483","2.07461353043705","-1.42980333207723","5.06460539250497","6.38623721502564","5.73654785478767","11.1939947736861","-1.2039444522314","-2.70161318218641","-4.85741272339902","-0.905591521027361","-1.78901674973025","1.67455994573898","7.71663636510202","6.90056225083208","10.2737510999597","9.01727033947068","9.37854714504934","10.2164306632233","4.50211796436668","-1.88350781011864","-1.91303558053325","-1.76382693305011","-0.120485271811617","-0.178689907671199","4.80446260997512","9.21423521382485","1.50715469461555","1.81009275665909","6.47435493200517","2.10470013386829","-0.669130815559114","2.11020087048972","-2.07649136711053","0.85727506622051","-2.27504231914203","0.507444335726476","-0.476969670708343","0.0613056576335111","-0.958540330187702","1.39147082072981","0.693388315847557","-1.94351625489463","-0.127525438356784","0.133146835029436","-1.59691599397446","",
"Bermudas","BMU","Crecimiento del PIB per capita (% anual)","NY.GDP.PCAP.KD.ZG","","2.14927472527209","2.00396995708473","-1.2607547169826","8.38337423312628","2.25077844311834","12.3454545454513","11.0966735966712","0.178748758690432","1.5209367443036","4.37934158864752","4.19528388278198","2.56407397910981","2.2382050235485","1.63282738682202","4.55127153404165","8.52900407443251","5.50081628733406","1.07422933757475","1.76823912484099","6.22614189811731","1.67423554344433","-5.96695963915882","1.13164813797849","-0.39656298890317","-2.82158592250937","5.76696525042814","2.91245311068424","3.1680901197479","-0.399432873648465","-0.798461539604901","-3.03588131109026","0.666850861235943","2.45776600938052","-0.095696634403069","3.65476246889334","1.94694798865112","3.96372397246769","3.13962845797182","2.80572142220392","8.34832423840379","6.07136960389336","-2.11673145936226","2.73627080480658","1.6550705933842","1.0180809255458","4.94027206966553","2.76381533456662","-2.44478025615982","-6.14862940548659","-1.73636323640892","-2.90785082905049","-5.64726274774529","-0.591137895206543","-3.90360610786885","0.622598426821042","0.39386919987983","4.71610220533942","-0.506012475853751","0.463033342062232","",
"Bolivia","BOL","Crecimiento del PIB per capita (% anual)","NY.GDP.PCAP.KD.ZG","","0.117877571151965","3.52380202208695","4.69971655301413","1.89296554035596","2.806404682362","4.99612101349285","4.14071904193219","6.28585352894937","2.29073725661748","3.00723960917865","2.8221638124116","5.64667738034221","3.45172551328905","0.701418582292462","4.96959779778219","2.32243819036113","2.66637731235448","-0.17524905356693","-2.02021928753906","-3.44893094763937","-1.78655198920356","-5.87586146144989","-5.95818361204019","-2.2004628166391","-3.67066927574585","-4.57624980004773","0.337165072373665","0.759439286436091","1.61579414001771","2.44505994658084","3.06538159564118","-0.475129472497443","2.10302011020593","2.50934351570345","2.54215871764785","2.25609057035211","2.86250492103512","2.96290985298188","-1.52282628284711","0.544926184712779","-0.235706734358004","0.579771054946548","0.831349050253721","2.29848173806828","2.5748133064061","2.97734206021694","2.78132356894432","4.36853739987981","1.64922554346305","2.42928040539165","3.51097145123201","3.45369876515103","5.12757302091656","3.84375971189313","3.2827179402601","2.73204125606175","2.69606227417954","2.75215454115727","0.796551360122024","",
"Brasil","BRA","Crecimiento del PIB per capita (% anual)","NY.GDP.PCAP.KD.ZG","","7.11191079447859","2.18669999534336","-2.01729788512606","0.559765859984608","0.199509198590846","1.32715661390885","2.1274317915085","8.52869254043256","6.94407511447123","6.06348476167287","8.58967999860471","9.38615911052001","11.3035185712259","6.49410052152015","2.74605720937591","7.21568953994129","2.15508771060036","0.814360454574057","4.26894732009065","6.56557614036957","-6.61877097305982","-1.747830150738","-5.61135768657203","2.93548107027523","5.6392941584172","5.7717207350009","1.55347732694591","-2.00557565757289","1.37321612748708","-4.84187100023273","-0.258462199951268","-2.15185202915798","2.93706715995852","3.62758491771609","2.74937514982562","0.596456353058386","1.79061079833471","-1.18436657024866","-1.00913962539633","2.91182644263147","0.0133697384164293","1.7094743888002","-0.122936492113425","4.49707707823583","2.02630740411568","2.8347540947357","4.97470467428765","4.05440956846654","-1.08194389571234","6.52437280430098","3.02640687298958","1.01450977525144","2.10891183467071","-0.352479217688355","-4.35148398862317","-4.0694071643008","0.508336053889508","0.526155826049262","0.379344236418362","",
"Barbados","BRB","Crecimiento del PIB per capita (% anual)","NY.GDP.PCAP.KD.ZG","","","","","","","","","","","","","","","","-2.50178181138646","3.7578645530638","3.07848263092833","4.34627339541645","7.40022643451286","3.94175065210291","-2.24986339409689","-5.19437785633875","0.222771082218316","3.31288471971067","0.796045375568994","4.75914332359679","2.22834657658836","3.12249825456308","3.20944310020504","-3.67037140701947","-4.2554593769265","-6.04444380354835","0.415677458880737","1.61836367879289","1.60664011689826","3.55052438945107","4.29565784556122","3.28595440789663","-0.0789985816801675","4.0378869704827","-2.71838171865082","0.446436606505827","1.83878054936564","1.05978713643233","3.56457548205951","5.46226120458675","1.75359981659962","0.252824900472334","-5.46883438268834","-2.6421460956206","-0.973739961736314","-0.705782959552593","-1.61325589146156","-0.310043861155535","2.26953055511285","2.30945227743872","0.321712491817678","-0.721845443364103","-0.229793192309359","",
"Brunei Darussalam","BRN","Crecimiento del PIB per capita (% anual)","NY.GDP.PCAP.KD.ZG","","","","","","","","","","","","","","","","-3.71399175301028","15.4722338926355","6.76924017261931","2.95098443890038","18.3819369744153","-10.0068056190457","-22.2885789249159","0.907548964793861","-2.34710865795988","-2.21235513939388","-4.24436812194453","-5.43959688862003","-0.845509566245596","-1.73240275939142","-3.8492851285815","-1.74843360603649","0.244247380003486","1.82035914479542","-2.46903385871087","0.375530079812506","1.78510522676589","0.342682075310535","-3.78817413453541","-2.79758135565972","0.819955362494866","0.702384416855992","0.668516263266426","1.85085909906365","1.00749091564913","-1.21254278698211","-1.17447460689952","2.94593038553322","-1.10134032413342","-3.09135524702164","-2.91217600044139","1.34764938748842","2.4166421030224","-0.427894473886155","-3.44062744548282","-3.78074098644481","-1.62587446499988","-3.61459125002401","0.213081517950215","-0.99478850862225","2.83278005455874","",
